Interest,Gain,Positive,Speed,Difficult,Content
3,5,3,3,3,老師講的很仔細讓我學到很多
3,3,3,3,3,剛上課的時候有兩位同學，一個介紹主機板，另一個介紹iphone8配備，後來主機板還有傳下來~，覺得還蠻酷的
3,3,3,3,1,因為之前就有接觸過很多網路概論了，所以我覺得我的應該可以輕鬆渡過了，但可能還是要注意，聽課的時候不要太輕鬆。
3,3,5,3,3,今天老師延續上周的進度解著往下講，更深一步的介紹有關硬體的知識，使我們對於資訊的世界有著更多的理解。雖然我自身還尚有甚多的不足，但我會努力盡我之力來完成的，此外，在上課之餘，老師也不忘關心棒球賽，甚至還詢問了一位同學相關的賽程以及比賽過程，讓上課的氣氛增添了些許的俏皮和放鬆。
3,3,3,3,3,今天教了一些wired & wireless的東西，覺得當初感覺很難的東西並沒有想像中難，希望明天能學到更多
3,3,3,3,5,最近開始上到比較難的地方了，而且下禮拜也要期中考了，感覺蠻快的，希望期中考能好好複習完，不要再考不好了。
3,3,3,3,5,這週上課相較前面我覺得比較難  而且查的單字也比之前多  所以讀起來比較辛苦  而且課程內容也更不易  希望之後可以漸入佳境
3,3,3,3,3,這禮拜老師講了通訊協定，還有層級的概念。然後難得精神飽滿的聽完了整堂課，有點被自己嚇到了。希望以後我也能繼續保持下去。下禮拜要期中考了。真是有點緊張呢！
3,5,3,3,3,老師讓我更了解網路這塊地內容
3,5,3,3,3,今天學到寬頻的種類，大致上分為有線跟無線，種類也不勝枚舉，從XDSL，Cable，Ethernet的有線網路一直到3G，4G。的無線網路，一直到後來的輸出路線，防火牆，網路協定等等，今天上課真的是使我受益良多。
3,3,3,3,3,這兩天在上的內容剛好跟web有關，比較有畫面感，上起來更具體。
3,3,3,3,3,下星期要期中考了，有點怕看不完，這周上了電話分機的使用方式，還有protocol stack，每一層的運作獨立，不然如果改了下層，上層都要一起改。
3,5,3,3,3,今天對網際網路有深入的了解 ， 傳輸的步驟流程 ， 封包道傳送 ， 還有網路協議也是促成網路發展形成的要素之一
3,3,3,3,3,上課到後來因為英文真的是上到心力交瘁，但老師解釋還是挺完善的，大部分架構都聽得懂
3,3,3,3,3,上到現在第七章了，我們從認識硬體CPU、記憶體，到現在作業系統，以及網路通訊，對資訊概論這一塊已經有初步的了解，電腦和網路帶給人們方便的背後，原來是靠著這些龐大的團隊寫出來這樣一個程式，讓全球連結成一個地球村，幾需要短短幾秒的時間就可以傳送資料到遙遠的國家。
3,3,3,3,3,這禮拜的課程開始進入了網路的通訊協定，沒有想到我們平常隨時都要用的網路在一開始發展的時候，是要經過各國統一傳送訊息的設定，而且還經過重重的討論才構成了最基礎的架構，之後隨著網路速度的進步更是不斷的與時俱進，通訊協定仍每年更新討論，畢竟現在的人做甚麼幾乎都離不開網路了阿，萬一要是網路出了什麼問題估計全球將癱瘓至少七成以上吧！
3,3,3,3,5,今天上的感覺變得有點難，跟上個禮拜上的比較起來，困難許多，但還是可以理解。
3,5,3,3,3,我覺得很棒，學到好多東西，希望以後能說多一點網路的東西
3,3,3,3,3,本週的網路課程讓我學到了許多看似簡單，但其實複雜的網路概念及應用，希望完成課程後能夠更加瞭解網路方面的知識。
3,5,5,3,3,這周也學習到很多，教授一一清晰的解釋及教導使我受益良多，配合課本上的圖片讓我更加理解，不是只有文字上的理解，更讓我加深印象，之後我也會持續努力奮發向上，做一位好學生。
3,5,3,3,3,這禮拜教到了network，教到了很多我們平常常常用，但確不知道它的背後意義，總之收穫很多
3,3,3,3,5,沒想到我們所使用的網路，看似簡單，背後卻是如此的複雜，而且馬上就要期中考，這次的考試感覺都比以往的要難，範圍也多了一倍。
3,3,3,3,3,這兩節教了有關網路的部分，跟硬體比起來比較好懂一些，這次期中考從132-371要趕快用功了不然會考差，因為還有很多地方都是一知半解的狀況，希望硬體那部分我能搞懂。
3,3,3,3,3,我覺得教授在講課時還是太淺了，大部分還是要花很多時間研讀課本，雖然知識本來就該自己求取，但教授講課內容很多部分都是本來就知道的表面，另外上次上課不知道為什麼沒有拿到簽課單，下課也忘了去補 就這麼被扣了一次缺席，明明每一次都出席 跟教授講 教授也是一副沒辦法 只好自己多留意吧
3,3,3,3,3,網路的領域真的是很廣，每個部份都要搞懂，希望之後自己可以做出一個很棒東西，讓之後的人可以方便運用，
3,3,3,3,3,要期中考了，壓力山大啊~突然覺得時間都不夠用了。實在沒什麼信心。希望可以考出好成績。
3,3,3,3,3,本周提到了軟體的世界以及資料如何在網路上傳輸。學到這裡，還是對電腦的世界有點抽象。希望透過熟讀課本後，進一步了解軟硬體整合還有應用。
3,3,3,3,3,這次的課程學到了類比訊號如何轉換為數位訊號，以及一些網路發展的由來跟原理，要從一台電腦藉由網路傳送檔案到另一台電腦上，都會先將檔案分割成很小的封包，再經由路上的許多節點來傳遞到對象電腦上；也提到了TCP/IP協定的實體層、資料連結層、網路層、傳輸層、以及應用層等五層協定的各種用途。
3,3,3,3,3,期中考快到了 這次考試的範圍有200多頁 ，還蠻多的 ，不過還是要努力讀完 希望期中考能順利
3,3,3,3,3,這次主題來到了網路傳輸，講清楚了封包的運送機制還有網路協定的運作方法，才了解到為何網路科技可以進步如此快速，都是因為有了layer的關西。  最後希望段考能夠不失常
3,3,3,3,3,接近期中考的時候複習的部分會比較重要，希望考試的內容不會跟上課講過的內容偏差太多，繼續努力複習！
3,3,3,3,3,要開始準備期中考，得好好念書了!
3,3,3,3,3,上完CPU後，課程進入到了網路的部分，其實這部分對我並不算陌生，畢竟從小到大一直都有在接觸網路，然後馬上就要期中考了，希望能考到好的成績。
3,3,5,3,3,這週上到許多有關網路的知識，像是頻寬對速度的影響，資訊協定連結伺服器等。 對網路這方面有些興趣，畢竟是平常都在接觸的東西，我會想去了解為什麼網路可以做到許多事情，以及他如何達到可以透過不同路徑取得網路。 我想我會想更加了解這方面相關的知識。下週就是期中考，為了第一次的大考，我想我會更加努力以求好成績，並且透過學習了解目前所上到的內容，並且檢討自己的缺失。 因此我要努力讀書了。
3,3,3,5,3,感覺老師教得好快，已經教到第七章快結束了，下星期期中考要從第三章考到第七章，範圍好多有兩百多頁，希望不要考太糟。這次上課有講到講到通訊協定，當中有好多layer，像是物理、數據鏈路和網路等，還有講到區域網路，好複雜，都聽不太懂。星期一有兩節課本來中間沒有休息，不過這次老師竟然有讓我們休息，好像是老師要去看棒球比賽的結果吧，哈哈，上課不久後有同學遲到進來，就被罰站了，不過他把棒球比賽的過程都告訴老師後，老師就讓他坐下了，也讓我們比較有精神上課。
3,3,3,3,3,之前上課老師有請學生準備對主機板的報告，今天聽過他們的介紹，更加了解了主機板 ，之前我都還不懂北橋那些，現在比較瞭解了
5,3,3,3,5,這週教的東西感覺比較難，?完還要稍微想一下，不過還算有趣，下禮拜就是期中考了，希望我能好好發揮實力。
3,3,3,3,3,今天上課了解到整個網路的運作，先是從小的區域網路，一個個連結成巨大的網際網路，使得整個世界能傳遞訊息。又有提到 Wifi、3G/4G 的傳輸模式，與各個頻寬。
3,3,3,3,3,在上過這堂課後，我了解到現在的網速有多快，至少都要MB來算，可是更久之前卻只有少少的幾KB而已，那種速度放到現在，根本什麼都做不了，不過，我還是希望能更快。
3,3,3,3,3,這次還可以 繼續努力歐 我會盡量坐前面一點的 畢竟不坐前面根本聽不懂
3,3,3,3,3,這禮拜的上課內容，主要是介紹與我們日常生活中最相關的網路，透過老師的教學，讓我更了解網路的歷史，以及網路是如何傳輸的，從使用者使用網路，到機器傳輸網路，一層又一層的。
3,5,3,3,3,這周有同學介紹了主機板的構造，以及與網路相關的課程，使我受益良多。
3,3,3,3,5,今天的課程好像比之前難了一點，有教不少全新的東西，而且臨界期中考，上起課的壓力也變大了一點。希望這幾天的課可以在期中考上有發揮，最後就是希望上課教的能在期中考上剛好烤出來。這樣就太好了 哈哈
3,3,3,3,3,不知不覺就教完第一次期中考內容了，覺得上課上了很多東西，從歷史、演算法、CPU等等都有學到，上了概論也讓我們對以後要接觸的東西有些基本的概念，希望期中考順利~
3,5,3,3,3,在這兩天的課程中，老師講了非常多從70年代到現在資訊的變化，也說明了未來可能的發展，讓我學習到更多資訊相關的知識，希望下禮拜的期中考順利，
5,3,5,3,3,這禮拜課程進入第七章後，感覺自己慢慢越來越進入狀況了，不但對上課的內容開始有興趣，也避之前幾個禮拜更能專注上課，且聽懂越來越多的課程內容了。以目前上課的狀況，只要每個禮拜固定複習，相信更能理解及熟練上課的所有內容。
3,3,5,3,3,今天特別認真聽，聽得特別懂！(開心)，
3,5,3,3,3,這星期上課有兩位同學被叫到台上，一個是介紹電腦主機板，另一位是說i8的規格，雖然介紹手機規格的那位同學有一點說錯，但我覺得整體是不錯的，而且這是我第一次直接碰觸到主機板，覺得這次收穫很大，快期中考了，要好好地讀書惹
3,3,3,3,3,這兩天上有關communication protocol方面的知識和概念雖然似懂非懂的 之後再花空閒時間看課本複習一下應該就好了 下禮拜考試要考200多頁 希望hold的住
3,3,3,3,3,最近上課有點精神不佳，希望下次上課能打起精神，好好學習
3,3,3,3,3,這幾星期的課程下來，我們已經從硬體設備講到了網路的結構，相較之下，也許是因為網路的使用早已和我們生活息息相關，所以我比能理解。希望下星期的期中考我能夠順利。
3,3,3,3,3,這星期進入了網路的單元，比起前面硬體的單元，這個單元更貼近生活了，因為我們就算知道CPU的運作與作業系統程式碼，目前我們也不會去做，但是網路卻是我們每天都在用的，我才知道，原來網路的發展速度這麼快，現在看影片是多麼正常的事情，以前卻連打字聊天都不一定跑的動，也讓我明白，為什麼電腦查資料依然遠遠比手機快，原來是有線的寬屏網路速度可以到達100GB了，4G的無線網路目前只有20~30MB
3,3,3,3,3,這週進入了網路的範疇，以往曾看過LAN，WAN，IP等等的名詞，到了現在才了解它的意義。對資料的傳遞與交換也有更進一步的認識，尤其是TCP/IP protocols的部分，原來再傳遞資料的作業中，還有這麼多的考量，對當初共同建構出網路系統的工程師們，我除了佩服，還是佩服
5,5,3,3,3,對於這次上課的內容我很喜歡!!我覺得認識網路路徑真的很酷哈哈哈，通訊協定也是真的超級重要，上完之後才了解到在我們滑鼠輕輕按下時網路到底都替我們做了什麼，覺得收穫許多!
3,3,3,3,3,資訊概論這門課專有名詞很多，老師上課也不會花太多時間解釋。課前如果沒有先了解，上課的效果就會很差。
3,3,3,3,3,第六章是關於作業系統使用在虛擬空間裡 ，第七章則是在講述網路與雲端，好比Amazon 等等，因為有了物聯網，所以未來的網路會更加蓬勃發展。還有謝謝老師今天下課時有讓我們休息一下，可以補充精神，好上下一節課。
3,3,3,3,3,漸漸有稍微聽懂老師在講什麼了（不過好多英文第一次聽到還是不知道是什麼意思，就懵懵懂懂的），這禮拜學了communication protocols有五個layers。希望下禮拜的期中考題目看得懂，也寫得出來，讓我可以不要期中退選。
3,3,3,3,3,我一直對於加密的部分不是很清楚，所以上課時還是有點困惑，大體上是了解的，只是不懂加密的越複雜，解碼也越困難，那真正要接受這訊息的人，不是解碼也很困難。我覺得我要跟同學討論一下。
3,3,3,3,3,這禮拜出了第一個程式作業，我覺得是一個很好的練習，相信可以在未來的發展上帶來幫助。章節開始進入到了比較應用面的部分，這裡拜主要再介紹網路安全的問題，介由加密的方式來確保資訊不外流，像是公鑰私鑰之纇的，以及現在常用的演算法，以及https所代表的意義。
3,3,3,3,3,使用高階語言書寫城市比起低階語言較為簡便，但是機器卻只讀得懂低階語言。在這駭客當道的時代，資訊家蜜也是十分重要的一環，可以防止資料遭到竊取甚至外洩。
3,3,3,3,3,這周上課提到了各種高階語言，通常我們人類可以識別的都通稱叫做高階語言，而低階於言是給CPU來實作的，比方說C和C++都是高階語言，而低階語言大部分的人都很少碰到比方說assembly；也提到了資訊加密，這部分之後的選修網路攻防安全會深入探討，比較著重於各種加密解密碼以及密碼學，如何去接觸資安來確保自己的資訊不會外流，金融相關行業等等許多行業都會接觸到。
3,3,3,3,3,這週上了關於資訊安全的內容，包含一些基本的加密原則，覺得還蠻重要的，不然怎麼能安心用電腦呢?
3,3,3,3,3,這次教的東西對我來說有點難資訊的加密以及高階語言，高階語言有許多種我認為要這樣短時間把那麼多語言給學起來是一件困難的事情，但是賴教授讓我對於語言都有了基礎的理解，希望往後可以對每一個都有慢慢深入的了解。
3,3,3,3,3,網路與網路安全是現在非常重要的課題，能夠增加對上述的認知想必對資訊這一塊非常有幫助，寄送e-mail即是生活上的應用
3,3,3,3,3,這周上課在講解資訊安全和高階程式語言。資訊安全著重於一些現今常見的基本加密法，如加密法的始祖凱撒加密演算法以及較為複雜的DES；現在我們接觸到的大部分都是高階程式語言，而每個程式語言並沒有孰優孰劣的分別，只有針對環境最適用的程式語言。
3,3,3,5,3,期中考後第一次上課，可能因為剛考完試，心情比較輕鬆，老師講的還是有點快，在高階程式語言方面，可能因為之前有修過相關課程，所以還算清楚，但資訊加密部分就有點不熟悉，可能要再熟悉一下
3,3,3,3,3,本次課程有講解網路封包的運送，我覺得最重要的重點是，封包的運送是沒有固定路徑的，另外還有講解網路的安全，例如密碼的設計方式，在開始帶入程式語言的課程。
3,3,3,3,3,Embedded Computing 幾乎都出現在我們生活周遭，例如：家中的防盜系統、飛機上的控制系統全部都是利用嵌入式來運作的。
3,3,3,3,3,考後第一次上課感覺跟考前沒有差別太大，希望早點拿到期中考分數，把不諱的地方學起來，另外，這週有了SMTP的作業，感覺有很大的挑戰。
3,3,3,3,3,今天一去教室，發現，很好，教室有開空調，在一個密閉環境如果沒有空調，那就等於是要大家一起昏迷，所以今天的空氣還蠻流暢，但是還是很臭
3,3,3,3,3,這禮拜把第八章「資訊安全」教完，除了提到幾種基本的威脅：木馬程式、Denial of service及Phishing外，更提到了兩種加密的方法，之後，再由第二種衍伸出64-bit DES，以及再平常網頁上也可看到http：//經過TLS/SSL加密後，會變成HTTPS：//的形式。最後，提到了嵌入式電腦及其應用，讓我對其更為了解。
3,3,3,3,3,現在開始所接觸的東西都比較與我們生活息息相關，像是一些通訊協定或是網路傳送訊息的過程，蠻實用且能更加讓我們對這一塊有更深入的認識，以後再撰寫程式也比較有概念，
3,3,3,3,3,這周上課內容的網路連線原理讓我收穫良多，以前從未接觸這部分的知識，現在學會了加密原理、傳輸路徑、協定等等內容，而這周也出了一題相關的作業，雖然內容看起來不容易，但我會盡力完成的。
3,3,3,3,3,不清楚這次教授交代的作業內容，懇請教授多一點的指點，或是給些學長姐的範例供參考
3,3,5,3,3,今天老師講了HTTP的資料傳遞路線，以及網路資訊安全的重要性，在不久前幾個月才爆發了駭客綁架電腦檔案並索取贖金的事件，我覺得網路安全是現在一個非常重要的課題，就因網路越來越發達，網路安全才越顯得重要，要會自保就必須了解網路病毒如何運作，我非常期待接下來的上課內容!!
3,3,3,3,3,剛考完期中考又是一個新的開始了，這週教授上了一些網頁和app的結構，而且還出了一個作業給我們，希望教授能先詳細講解一下這次的作業是要我們做什麼，這樣我們上網找資料才能有個方向。之前只用css寫過這個作業，不知道c++該如何著手，不過我會努力上網蒐集資料，希望能寫出一個好的程式作業。
3,3,5,3,3,這禮拜教授出了第一份作業，我一定要好好研究的
5,3,3,3,3,今天聽到要寫作業 心情就盪到谷底，不過下一堂課要講資訊安全 ，還蠻開心的 因為對資安還蠻有興趣的 ，一直想了解駭客到底如何侵入電腦
3,3,3,3,3,這個禮拜第一次出作業了，這是除了考試外可以測驗我們學習狀況的方法，在期中考考完的現在，剛好我們也比較有時間來寫，希望作業能夠順利完成。
3,5,3,3,3,我覺得老師最近上的東西使我受益良多，不管是病毒對世界的侵擾，資訊世界越來越方便之餘，我們也要注意在網路安全防禦已經很完備的今天，是否其實牆高一尺，魔高一丈呢
3,3,3,3,1,最近的內容都比較好理解，可能是因為比較接近我們平常會使用的東西，所以比較好理解
3,3,3,3,3,這星期的課程在介紹網路安全，隨著科技的進步，在生活中，處處都用到網路，同時網路的安全就變得更重要了。要如何使網路上的資料不被別人盜用，是我們需要學習的。
3,3,5,3,3,今天因為我們班進度較快又能聽到課程以外的資訊了，能適時補充那些與時事相關的資訊十分有用，而資訊安全這塊領域也是我的初衷，我就是為了學習資安部分才選擇資工系的，希望能在這一塊學到充分資訊
3,3,3,3,3,考完試上課感覺比較輕鬆。老師今天講得還聽得懂。這週有功課了，雖然還不太懂要做什麼，但是應該能在過程中吸取知識吧！這次段考背一背上場就忘了，嗚嗚??，希望下次能考得好些
5,3,3,5,3,這幾次上課，我覺得老師設課內容跳得太快，感覺有許多part沒有上清楚，但是我對最近幾堂課特別有興趣，希望老師能把細節講得更清楚一點~
3,3,3,3,5,這禮拜把網路安全的單元上完了，下禮拜會進入軟體的部分，透過老師介紹讓我們了解網路安全的鑰匙等等及演進，不過老師出的作業有點困難，不太清楚到底要寫什麼，希望能夠如期完成就好。
3,3,5,3,3,這周教了關於資訊安全。這部份是我最想深入學習的領域，因為在新聞上看到許多駭客攻擊的事件，所以我想在資訊安全這方面貢獻心力。希望我能達成心願。
3,5,3,3,3,介紹了網路的架構，以及運作模式，也介紹了各個開發工具如html，smtp等，講解目前的科技趨勢以及歷史，收穫不少。
3,3,3,3,3,接續著之前的課程，明瞭在轉送時不會將每一份資料在每一台經過的電腦上留存，而是主要經過五層中的下面三層，判斷IP位置是否對之後才進行下一步的資料解封，否則就會一直轉送直到送到目標位置，然後從目標讀取資料，在經由許多節點之後，轉送回發出訊息的用戶端，呈現出網頁的資訊。
3,3,3,3,3,世界進步神速，在不知不覺間，AI這個原本只是電影和小說只會出現的東西在現實中也快被發明出來。還有人類在這一個領域的進步，原本一萬多行的程式，進步到只需要十行就可以完成，利用演算法的輔助和其他工具的應用，使程式這個領域變得更完整，人類在軟體的創造與設計變得更多元，資訊軟體是人類的無限可能!隨著科技的進步，資訊安全也越來越重要!
3,3,3,3,3,最近上課有點力不從心，得加油點了
3,3,3,3,3,我覺得金 天澆了一個還滿難的東西，像是smtp有點讓我搞不是很懂，而且公課讓我有點不知道怎麼做，沒關西就透過這次的作業讓我多認識認識
3,3,3,3,3,網路很重要。希望我這三個星期能做出像樣的東西。
3,3,3,3,3,今天老師指派給了我們作業，要寫一個email程式，我在修web課的時候有大概寫了一點點類似的程式，但要寫完整個架構感覺不是很簡單，原本想說可以跟同學一組，這樣就可以集思廣益討論，但經過老師再三思考，還是決定讓我們一個人一組，讓我非常難過。
3,3,3,3,3,這禮拜老師出了程式設計的作業讓我們能熟悉程式設計的直接應用，今天上課也稍稍複習了之前的進度，希望我能好好的將作業完成！
3,5,5,3,3,今天老師介紹了很多網路相關的應用，以及各種應用的未來性。像是信用卡、門禁卡等等日常生活用的物品，很可能在不久的將來就被行動裝置、3D感應辨識等技術取代掉。行動支付在台灣也即將普及化。我也了解到學電腦應該要隨時了解最新的趨勢，才能學以致用。希望自己可以認真學習，以及順利寫出今天出的作業。
3,5,3,3,3,謝謝老師上課的用心，獲益良多，希望我以後能在中小企業找到立足點，希望老師下次考試別太難，感恩
3,3,3,3,3,我們教完網路了，接下來我們要學習安全的部分，一些網路上的攻擊方式，或加密方法。
3,3,3,3,3,經歷兩次考試，對資訊概論越來越熟悉，彷彿像我們國中小在學習歷史一樣，從無到有，一直有一句話，人會進步是因為懶惰，我想雖然不怎麼好聽，但必須得承認這是事實，希望將來在這堂課可以學到更多有關電腦的資訊。
3,3,3,3,3,期中考完後 以為能放鬆一下子 沒想到老師出了個作業 ，而且也不太懂是什麼 看來需要花點時間來做了ㄆㄆ
3,3,3,3,3,今天所教的網路應用跟實際運作的流程可以說是讓我大開眼界，原來一個app後面的工程是多麼的浩大，再來講的資訊安全的方面，現在的網路上很多都存在著病毒，我自己的電腦也中過毒，密碼也被盜用過，在現在這種資訊發達的時代，資訊安全真的很重要。
3,3,3,3,3,因為上星期都在課室的關係。所以今天是睽違已久的資概課。老師今天出了一個功課，我覺得完全不理解到底要幹嘛，很困難。希望老師可以在講解詳細清楚一點。
3,3,5,3,3,這週宣布要去做一個寄email的APP，讓我有沒頭緒。我習慣先看別人做一次我再學著做，這次竟然就直接丟個題目叫我們自己去網路上找，我完全不知道要如何下手。或許這也是培養我們自主學習的能力，我也不會抱怨太多，我欣然接受這個挑戰，畢竟人生不可能永遠都有真人的教導，有時候是直接去網路上學習如何做事情的，尤其是科技進步的現在，未來這個可能性越發越高，我只能盡量習慣了。
3,3,3,3,3,這周將之前的還沒講完的雲端服務講完，雖然現在是亞馬遜市場最大，但是微軟應該很快就會超越了，因為微軟的整合比較好，亞馬遜的服務就比較單一，接著講資訊安全，因為網路都相通，很容易被攻擊，所以資訊安全是很重要的，因此加密方式也就不斷更新，資訊安全未來應該是一個不錯的發展領域，可以朝這方面學習。
3,3,3,3,3,多看書
3,3,3,3,3,這次期中考考得不是很理想，發現好多粗心呀，希望我下次再努力，不要再出錯。
3,3,3,3,3,太多次都忘記填學習單了，這次幸好記得 剛考完期中考，這次範圍稍微多了點，希望能考到好成績
3,3,3,3,3,這次開始後就陸續要開始出作業了，而這次的作業我其實不是很了解要怎麼做。認真上課在書上看懂和用電腦實際練習一次真的不一樣，就目前而言一點頭緒都沒有。希望有相關的基礎教材能自我練習學習。
5,3,3,3,3,今天出了作業，希望能夠順利完成，對於學到的東西可以真的應用在生活，覺得非常有趣
5,3,3,3,3,今天上了許多課外內容，還蠻有趣的，謝謝老師。
3,3,3,3,3,期中考剛考完，覺得自己考得不慎理想，如果有好好讀課本就好了。希望之後都能認真上課不睡著，考前也能複習完課本內容。
3,3,3,3,3,對於網路的運作更加了解了，至於作業要寫的smtp還在了解中，畢竟這還只是在電腦上看過的名詞，實際上還不太懂實際的運作。只知道smtp，imap，pop3是用在哪裡的東西但實際如何運作還要自己理解。
3,5,3,3,3,教授要我們些code，從做中學。雖然說感覺應該會有很大難度，但是是個好挑戰。至少，對我而言那是看書的動力。老實說單純看課本真沒什麼幹勁。另外這次上課講的金鑰、加密，以及做程式的未來。感覺收益良多。
3,3,3,3,1,最近期中考考完，輕鬆不少，可是資概的作業真是讓人無從下手，令人困擾。最近課程比較簡單，但加密法聽不太懂，之後再看看吧
3,3,3,3,3,今天上課老師要求我們寫stmp，以團體的方式進行，我認為是一種不錯的方式讓我們練習如何合作學習
3,3,3,3,3,這禮拜多了一個作業，我看不懂 也聽不懂，而且時間又只有3個禮拜，希望最後做得出來。。。。
3,3,3,3,5,這個禮拜有作業，看起來很難，希望可以寫出來
3,3,3,3,3,今天老師講解了有關於行動支付以及未來的網路趨勢，內容較為之前的課程生動活潑且有趣，了解現今社會的變化以及動向正是現在的我們所需要的，為了對應越來越蓬勃發展的網路業，這些知識是我們或不可缺的。而這些科技正確確實實的在我們面前一步步地發生改變，所以面對並了解他們為我們必備的課題 !
5,3,3,3,3,終於講到網路安全了，一直對這方面很有興趣，期待能學到 很多
3,3,3,3,3,老師最近講到很多之前沒聽過的東西，感覺學到了很多，已經講完硬體了，之後就要說軟體了，希望能聽懂。
3,3,3,5,3,上課進度有點小快 雖然內容沒有到很難 ， 但是不花時間讀依然會很沒頭緒 所以之後還是要先預習 避免跟不上
3,3,3,3,3,期中考完的第一堂課，不知道成績什麼時候會出來呢。今天的老師生動有趣，我猜他應該有發生好事，心情很好呢。
5,3,3,3,3,不錯好玩
5,3,3,3,3,今天教了封包的傳遞以及網路攻擊和加密，今天教的課程我還滿有興趣的~
3,3,3,3,5,這兩天在說加密，密碼計算覺得很難
3,3,3,3,3,上星期考完期中考，除了有些英文看不懂之外，其實有的題目也看不太懂，這星期上了有關資訊安全的問題，電腦有很多病毒，還有那些東西裡面有CPU，手機。電腦等等，生活上許多電子用品裡面都含有CPU
3,3,3,3,3,這禮拜的上課內容講解了網路的架構，由小到大的server，以及物聯網的架構，市場發展的潛力，網路的發展潛力，以及網路安全的重要。
3,3,3,3,3,good!
3,3,3,3,3,上完這週的課，了解到了網路的傳輸作業，資訊概論這門課也已經上了整本課本的一半了，對資訊的世界已經有一些的了解，每個應用程式都來自於龐大的程式以及數據，而資訊的進步也是相當迅速地，需要不斷的更新及學習新的知識才能跟上這個進步的資訊。
3,3,3,3,3,今天老師講解了網路的簡易傳輸方式，以及之後要繳交的作業，作業是簡單的E-MAIL，雖然教授不斷地強調說這作業只要做了就會覺得非常簡單，甚至會比較想做複雜的HTTP，不過在我聽來卻像個非常遙遠的東西，因為我們程式設計還在教C++的各式功能，沒想到資訊概論直接要我們交出一整個程式，感覺就是不太可能做得到的事，但是我還是聽取教授的意見試著做看看好了，希望能獲得許多收穫，絕對不要開天窗，感覺一開天窗就沒救了，這幾個禮拜的努力就白費了，所以一定要記得做功課。
3,3,3,3,3,上一次上課教到了網路傳輸的協定，其中最印象深刻的便是當點進一個網址時，電腦傳遞訊號所產生一連串的反應，充分傳達了通訊協定的重要性。這禮拜同時也介紹了有關網路安全的問題，開頭就介紹了許多形式的攻擊手法，不過最吸引我的還是後來加密的方法，從一開始的對稱加密，到後來的不對稱加密以及使用公鑰的方法，因為我其實對這種解謎類的事物都很感興趣，所以遇到這個頓時便產生了濃厚的興趣，尤其是RSA的加密方法，利用兩個隨意互質的數，在透過公鑰的運用，傳出去的訊息便得以加密，再傳回時仍能顯示原本的訊息，實在是一個很不可思議的事，發明出這個方法的團隊真的是令人相當佩服。
3,3,3,3,3,今天上了新的單元，更進一步的了解資訊概論的內容，雖然有一些上課聽不太懂，不過下課問了同學之後大致都可以懂了。
3,5,3,3,3,我覺得非常棒我學到了很多東西可以學以致用讓我對未來充滿的光明謝謝教授
3,5,3,3,5,感覺越來越困難了，但還是有收穫，期待下次上課。
5,5,5,3,3,這禮拜上課很充實，老師講了很多例子讓我印象深刻且引起我的興趣，讓我十分開心，上課十分認真，不想要睡覺，這周收穫滿滿，也期待下禮拜有更多收穫。
3,3,3,3,3,這禮拜教了加密，像是銀行上面的網址，會變成HTTPS://，中的S就是指加密的網站，
3,3,3,3,3,無論是哪個APP，背後都一定有所寫的程式，有難易度之分，對於新手的我而言，寫老師所說的SMTP，才是最好的學習方法。
3,3,3,3,3,網路真的是一個很好玩的領域，隨著網路越來越發達  網路安全也更顯重要，學習到很多關於網路方面的知識
3,3,3,3,3,上禮拜考完期中考~剛從家裡回學校就馬上上資概，有種「啊。。。該收心啦。。。」的感覺。轉眼間第8章也講完了。。。嗯。。。該讀書了哈哈哈~!
3,3,3,3,3,本周提到了軟體和網路安全，雖然有些地方聽不太懂，但經過同學的解釋，加上回家複習一下，希望可以更快進入上課的進度，讓我聽課時不會太吃力。
3,3,3,3,3,這次上課學到了網路是如何由5個協定執行，以及隨著網路資訊的發展，資訊安全以及密碼、密碼加密的重要性。像現在有許多人買東西或是匯款都不是使用現金或提款卡，而是使用虛擬貨幣或網路匯款等方式，所以需要一組個人密碼來保護這些資訊；然而電腦程式總是有著許多漏洞，使有心之士會設法駭入資料庫以取得密碼等重要資訊，所以便發展出了一些密碼加密的方式，例如雙方需要取得相同金鑰的對稱加密，以及使用公開金鑰、私有金鑰分別用於加密、解密的非對稱加密。
3,3,3,3,3,上這堂課也已經2個多月ㄌ，雖然感覺有時候還是跟不太上老師的進度，但我還是會好好努力ㄉ，也希望這科最後能夠pass，並且順順利利的畢業。
3,3,3,3,3,這次上課首先複習了上上禮拜的內容，再來繼續延伸講到了smtp，要用這個寫出一個簡化版的，從開學到現在寫的程式都跟這個不一樣，所以對我來說是一個挑戰，而且三周後就要交，希望能如期完成。
3,3,3,3,3,這次的進度來到了第七第八章，提到了加密系統和stmp，加密分成對稱跟非對稱，非對稱將是以後的趨勢，安全保障肯定也會越來越高。stmp則是簡單郵件傳輸協定，不過我還不是很了解架構 希望鑽研後能成功寫出來
3,3,3,3,5,今天上課出的功課感覺有點困難，雖然有3個星期 可是還是很擔心會沒辦法及時完成，希望老師到時候可以給我們多一些的提示或是指導 讓我們可以成功交出作業～
3,3,3,3,3,又學到了很多新東西，這次的對我來說程式作業是一個新的挑戰。
3,3,3,3,3,期中考考完了，現在教的感覺更實用了一些
