Label,Content
Difficult,電路的概念和組成，在今天的課堂上學到了有AND， OR， NOT， NAND， NOR gate等等的，我覺得很難，光是聽講無法學習太多東西，若有實作，我覺得能夠學習較多事物。
Difficult,今天還是持續在教抽象的資訊部分，尤其是漢彌頓，是個不太好懂得概念，之後會進入硬體部分，希望會比較簡單，可以學得更好！
Difficult,今天上課有點聽不太懂。。。之後下課跑去問同學，恩。。。可能邏輯方面我還有待加強ㄆㄆ，但在這之前 英文還是要先練好
Difficult,這週上的是電子電路，雖然我之前玩Minecraft有玩過了，但畫成電路圖之後我真的原本懂都變不懂了，也許之後就會習慣了吧
Difficult,這個禮拜教了很像是布林邏輯的東西，只是是用電路圖的方式呈現，或許會有些人懂，但大多數人可能不理解到底這是甚麼概念，希望下禮拜東西會簡單點 不然真的跟不太上
Difficult,今天教電晶體的部分，雖然有一點難，不過還可以吸收，之後複習一下應該可以了解8成。
Difficult,感覺越來越難了，我會更加努力的，
Difficult,我覺得這禮拜的課程內容有點小複雜，因為有很多種電路圖，但是老師講第二次之後就比較了解了，像是CPU的結構及中斷信號等等，透過課程可以讓我了解一些以前學到的東西。
Difficult,最近的課程開始介紹硬體與軟體，更深入探討其中的概念，因此有難度在，必須要好好複習，這也是資工一個很重要的環節，繼續努力學習
Difficult,這次上到了CPU，了解了裡面的一些運作及電路設計，開始越來越困難的感覺了，開始要學硬體了，要加油，希望能學到很多東西。
Difficult,這週主要主要偏重硬體，包括Complicated/Reduced Instruction Set Computers，Von Neuman Architecture 等等，略為複雜，希望老師在講解各個Components的工作時能在詳盡一點
Difficult,在還沒學硬體以前我一直無知的覺得軟體，的重要性大於硬體 再聽完老師的課之後，才知道硬體的重要性  之後會好好的了解，硬體的部分  在課堂上覺得上課內容有點困難，之後要先預習在去上課
Difficult,對於目前cpu的組成，覺得內容比較繁重，上課常常會精神不濟。
Difficult,對於目前cpu的運作，覺得內容比較繁重，上課常常會精神不濟。
Difficult,難度越來越高了，希望我還可以跟得上，再過沒多久就要期中考了，加油!
Difficult,這禮拜老師講解的是有關於CPU的硬體課程，內容越來越難了，而我也有點開始跟不上，我要在更加努力才能追上老師講解的進度，希望能讓我的實力大幅進步!!
Difficult,最近課真的是越來越難了呢。讀全英文的書啊~有時候到最後會越來越煩躁哈哈。不過這些都是必經之路嘛。。。。。。期中考即將到來，最近終於有點大學生的感覺了~不然之前都覺得，跟高中比起來未免太閒了吧，有點良心不安哈哈哈。
Difficult,今天的課程，似乎有比較進階，在理解上稍嫌艱澀困難了一點，但在老師的講解過後，就比較有些頭緒了，尤其在英文專業術語方面，有了顯著的成長，這點著實令人感到開心，也更期待接下來的刻成了
Difficult,現在教的課越來越難，雖然有時候上課聽是聽得懂，但對於名詞的了解好像還是不太足
Difficult,最近開始上到比較難的地方了，而且下禮拜也要期中考了，感覺蠻快的，希望期中考能好好複習完，不要再考不好了。
Difficult,這週上課相較前面我覺得比較難  而且查的單字也比之前多  所以讀起來比較辛苦  而且課程內容也更不易  希望之後可以漸入佳境
Difficult,今天上的感覺變得有點難，跟上個禮拜上的比較起來，困難許多，但還是可以理解。
Difficult,沒想到我們所使用的網路，看似簡單，背後卻是如此的複雜，而且馬上就要期中考，這次的考試感覺都比以往的要難，範圍也多了一倍。
Difficult,今天的課程好像比之前難了一點，有教不少全新的東西，而且臨界期中考，上起課的壓力也變大了一點。希望這幾天的課可以在期中考上有發揮，最後就是希望上課教的能在期中考上剛好烤出來。這樣就太好了 哈哈
Difficult,這禮拜把網路安全的單元上完了，下禮拜會進入軟體的部分，透過老師介紹讓我們了解網路安全的鑰匙等等及演進，不過老師出的作業有點困難，不太清楚到底要寫什麼，希望能夠如期完成就好。
Difficult,這個禮拜有作業，看起來很難，希望可以寫出來
Difficult,這兩天在說加密，密碼計算覺得很難
Difficult,今天上課出的功課感覺有點困難，雖然有3個星期 可是還是很擔心會沒辦法及時完成，希望老師到時候可以給我們多一些的提示或是指導 讓我們可以成功交出作業～
Difficult,這次有點難
Difficult,要開始著手第一次的程式作業了，感覺有點困難，但還是希望能早點完成
Difficult,對要寫的功課不是很懂QQ
Difficult,老師今天公布了功課內容，聽起來覺得很難~有點怕在期限內會寫不完，但是感覺若是好好地完成這份作業就可以成長很多，希望自己能夠好好地做完!!
Difficult,This week we have homework， but I think it is a little bit too difficult for me。 Actually， I still couldn't  understand what am I going to do。 I asked my friends， but my classmate also couldn't answer me。 I hope that teacher can describe it for us。 Otherwise， we couldn't do our homework or maybe we should go to asked senior schoolmate。
Difficult,上課一段時間了，感覺比較聽得懂，但是作業不知道怎麼做，不知道該從哪裡下手，也不知道應該從網路上的哪裡找範例
Difficult,最近上課的內容真的讀得有點吃力，感覺從網路開始的章節，就要花更多心思理解，希望在努力複習後能慢慢抓到上課的內容。
Difficult,下個禮拜要交作業，目前看起來還是不清楚到底要做甚麼東西，對於課程的內容不太理解，感覺老師教的東西都是比較簡單的東西，希望可以教得清楚一點，畢竟之後也要考試
Difficult,馬上又要考試了，而且又有作業，壓力增加不小，雖然進度有刻意放慢，但還是不容易學
Difficult,最近的作業真的有點難，也很擔心我著門課真的不會過，不過我會更努力，把下一次小考考好!!!!
Difficult,這週老師介紹了turing award和得獎的相關人物，還有出了一份調查所有得獎人物的功課，再加上我又被老師額外指派作業介紹阿里巴巴，而且還是下個禮拜要上台報告。讓我覺得這樣的課業有點重了，希望未來老師如果下週要考期中考試，這週的作業可以少一點，多給我們一些時間複習之前上課的內容，以免為了做報告耽誤到複習，反而辜負了老師想讓我們多多找資料的美意了。
Difficult,上課時在內容理解上又再次感到吃力，我想是因為太久沒預習的緣故，我盡量在近期改善。
Difficult,今天等同學拉肚子遲到，結果被老師點名要做有關天氣預測的程式給一個月，痾 好像對我來說有點難了一些，教授相關的東西都還沒說，我也不知道該怎麼做。
